date	c1	c2	c1_ctxt_l	c1_ctxt_r	c2_ctxt_l	c2_ctxt_r
20121127	AUS	IND		look,to,boost,innovation,ties	an	
20121127	AUS	PSE		to,abstain,from	to,abstain,from	vote
20121127	LKA	NZL	paceman,southee,jolts			paceman,southee,jolts
20121128	CHN	VNM	wont,stamp	passports,over,sea,claim	an	wont,stamp
20121128	AUS	ISR		zionists,prepare,to,join	zionists,prepare,to,join	army
20121129	AUS	IDN	fresh,fruit,on	shelves		fresh,fruit,on
20121130	AUS	MYS	an			free,trade,deal
20121130	AUS	PHL	an	man,detained,in	man,detained,in	
20121130	CHN	CHN	an	moves,to,ease,alarm,over,south	moves,to,ease,alarm,over,south	sea,plan
20121130	AUS	FJI	cane,leaders,want,more,than,just			cane,leaders,want,more,than,just
20121130	AUS	FJI	cane,industry,welcomes	hand,me,downs		cane,industry,welcomes
20121130	AUS	GBR	pocock,back,for	against	against	
20121130	AUS	USA	and	researchers,unite,to,tackle		and
20121201	AUS	PHL	bans	poultry,imports,amid,avian,flu,conc		bans
20121201	PSE	USA	continues,opposition,to	developments		continues,opposition,to
20121201	ISR	USA	says	settlement,plans,counterproductive		says
20121202	AUS	PRK	an	condemns	condemns	rocket,test
20121202	JPN	USA				troops
20121203	AUS	MYS	an	dominic,bird,facing,drug,charges,in	dominic,bird,facing,drug,charges,in	
20121203	CHN	PRK	an			
20121203	JPN	PRK		threatens,to,shoot,down	threatens,to,shoot,down	rocket
20121203	PRK	RUS	urges	not,to,launch,new,rocket		urges
20121203	SYR	TUR	scrambles,jets,as	bombs,border,town		scrambles,jets,as
20121203	FRA	ISR	uk	summon,envoys,over	summon,envoys,over	settlement,plans
20121204	CHN	JPN	an			
20121204	CHN	IND		buildup	an	
20121204	IND	MDV			an	
20121204	AUS	CAN		pig,farmers,condemn	pig,farmers,condemn	subsidies
20121204	JPN	PRK		prepares,to,shoot,down	prepares,to,shoot,down	rocket
20121204	AUS	MYS	law,change,could,save	from,death,penalty		law,change,could,save
20121204	IRN	USA	drone,captured,in	airspace,report,says		drone,captured,in
20121205	KIR	SYC	an			accused,of,giving,north,koreans,passports
20121205	CHN	VNM		dispute	an	
20121205	SYR	TUR		border	nato,agrees,to,patriot,missiles,along	
20121205	AUS	DNK	south	similar,to	similar,to	on,wind,power
20121205	SYR	USA	options,on	chemical,weapons		options,on
20121206	CHN	CHNTIB	an			
20121207	PRK	USA			an	
20121207	AUS	MNG		filmmaker,documents	filmmaker,documents	hip,hop
20121207	JOR	PSE	king,of	visits	visits	to,congratulate,abbas
20121207	AUS	MYS	court,adjourns,trial,of			court,adjourns,trial,of
20121208	AUS	USA	and	economies	the,state,of,the	and
20121209	CHN	VNM	protest,against		an	protest,against
20121209	AUS	NLD		v	v	champions,trophy,wrap
20121209	AUS	NLD	hockey,preview	v,the	v,the	
20121209	GBR	PAK	leader,visits,shot,girl,in	hospital		leader,visits,shot,girl,in
20121210	MEX	USA				singer,jenny,rivera,killed,in,plane,crash
20121210	LBN	SYR	conflict,spills,into		six,dead,as	conflict,spills,into
20121211	CHN	USA	intelligence,report,forecasts	as,top,economy	an	intelligence,report,forecasts
20121211	BRA	JPN	suspends,beef,imports,from			suspends,beef,imports,from
20121211	KOR	USA		rapper,psy,causes	rapper,psy,causes	controversy
20121212	AUS	CHN		and	and	celebrate,40,years,of
20121212	AUS	IDN				sign,tranport,deal
20121213	AFG	AUS		interpreters,to,get,chance,at,new,life,in	interpreters,to,get,chance,at,new,life,in	
20121213	AFG	AUS		teen,fails,in,bid,to,bring,family,to	teen,fails,in,bid,to,bring,family,to	
20121213	USA	WSM				braces,as,apia,floods,under,cyclone
20121213	AUS	CHN	an			diplomacy,turns,40
20121213	MMR	SGP	an	asylum,seekers,stranded,on,boat,near	asylum,seekers,stranded,on,boat,near	
20121213	CHN	JPN	scrambles,fighters,for	plane	an	scrambles,fighters,for
20121213	AUS	SYR		to,recognise	to,recognise	rebels
20121213	GTM	USA		deports,mcafee,to,the	deports,mcafee,to,the	
20121213	AUS	IDN	intercepts,asylum,seekers,on,way,to			intercepts,asylum,seekers,on,way,to
20121213	CHN	JPN	angered,as,a	plane,flies,over		angered,as,a
20121214	ISR	PHL	resumes,sending,workers,to		an	resumes,sending,workers,to
20121214	AUS	TUR		swimmers,medal,in	swimmers,medal,in	
20121214	AUS	LKA	sinahlese,fleeing,to	from	from	
20121216	AUS	LKA	day,two,wrap	v	v	
20121217	AUS	LKA				to,boost,naval,ties
20121217	AUS	USA	urged,to,consider	gun,laws,example		urged,to,consider
20121218	AUS	SGP	81yo	activist,deported,from	activist,deported,from	
20121218	AUS	LKA		beat	beat	to,lead,series,1,0
20121218	AUS	BHR		blamed,for,sheepmeat,shortage,in	blamed,for,sheepmeat,shortage,in	
20121218	AUS	LKA		v	v	day,five,highlights
20121218	HTI	ZWE			north,west,teen,births,on,par,with	
20121218	FJI	WSM		recovering,from,cyclone,evan		
20121218	PSE	SYR	rebels,take,over	camp		rebels,take,over
20121219	JPN	USA	an			fine
20121219	AUS	FJI		aid,on,way,to	aid,on,way,to	as,tourists,return
20121219	AUS	IDN	climate,efforts,surpass			climate,efforts,surpass
20121220	AUS	PAK	an	helping	helping	stop,hazara,asylum,seekers,from,l
20121220	CHN	JPN	an			korea,push,for,permanent,observer,status,o
20121220	AFG	GBR	to,pull,troops,from	early		to,pull,troops,from
20121220	DEU	IRQ	president,flown,to	after,stroke		president,flown,to
20121220	AFG	USA	soldier,could,face,death,over	rampage		soldier,could,face,death,over
20121221	AUS	PHL	an	rescued,after	rescued,after	boat,capsize
20121221	PRK	USA	an	detains	detains	tourist
20121221	FJI	WSM	unicef,reaching,out,to,children,in			
20121222	IND	MMR	president,to,visit,kings	grave	an	president,to,visit,kings
20121222	CHN	LKA	arrests	for,currency,fraud	an	arrests
20121222	KOR	NGA	an	workers,freed,in	workers,freed,in	
20121222	GBR	IRQ		doctor,banned,over	doctor,banned,over	death
20121222	RUS	USA		parliament,backs	parliament,backs	adoption,ban
20121223	KOR	USA		says,north,rocket,could,reach	says,north,rocket,could,reach	
20121224	CHN	JPN	envoy,to	seeks,closer,ties	an	envoy,to
20121224	AUS	MNG		lawyer,cleared,in	lawyer,cleared,in	corruption,case
20121225	CHL	JPN	tsunami,town,receives,statue,from		an	tsunami,town,receives,statue,from
20121225	IND	RUS		deal	an	
20121225	AUS	MNG	official,welcomes	lawyers,release		official,welcomes
20121226	AFG	IRN	an	policewoman	policewoman	
20121226	IND	PAK	an,cricket,heightened,security,for			match
20121226	KOR	USA	moves,to,sell,advanced,spy,drones,to		an	moves,to,sell,advanced,spy,drones,to
20121226	KOR	USA	moves,to,sell,advanced,spy,drones,to			moves,to,sell,advanced,spy,drones,to
20121227	IND	SGP	an	gang,rape,victim,on,way,to	gang,rape,victim,on,way,to	report
20121227	IND	SGP	an	rape,victim,arrives,in	rape,victim,arrives,in	
20121227	IDN	IRN	asylum,seekers,recruited,into	drug,trade	an	asylum,seekers,recruited,into
20121227	IND	SGP		gang,rape,victim,arrives,in	gang,rape,victim,arrives,in	for,treatment
20121227	RUS	USA		close,to,banning	close,to,banning	adoptions
20121227	AUS	PHL	video,released,of	kidnapped,in	kidnapped,in	
20121228	CHN	CHNTIB	an			immolation
20121228	IND	SGP	an	rape,victim,treated,in	rape,victim,treated,in	
20121228	CHN	IDN	feedlot,to,set,up	arm	major	feedlot,to,set,up
20121228	RUS	USA	adoptions,of	children	putin,signs,ban,on	adoptions,of
20121228	RUS	SYR		urges	urges	to,pursue,opposition,talks
20121229	AUS	BOL		tourists,found,in	tourists,found,in	
20121229	AUS	JPN		uses,diplomacy,to,fight	uses,diplomacy,to,fight	whaling
20121229	IND	SGP		rape,victim,dies,in	rape,victim,dies,in	hospital
20121230	AUS	IND		appoints,new,commissioner,to	appoints,new,commissioner,to	
20121230	AUS	CUB		plans	plans	
20121230	AUS	USA		plans		swim,without,shark,cage
20121230	CUB	USA	plans			swim,without,shark,cage
20121231	RUS	SYR			an	
20121231	BGD	PAK		shelves	shelves	tour
20121231	AUS	LKA	desperate,to,break	drought		desperate,to,break
20130102	AUS	SYR		reportedly,killed,in	reportedly,killed,in	
20130102	AUS	IND		women,are,totally,safe,in	women,are,totally,safe,in	
20130102	GBR	THA		tourist,shot,dead,on	tourist,shot,dead,on	beach
20130103	PHL	SLB		programs,delayed,in	an	
20130103	AUS	SLB	programs,delayed,in	aid	an	
20130103	AUS	PHL	programs,delayed,in	aid		programs,delayed,in
20130103	GBR	GBRFLK	talks,with		argentinas,president,urges	talks,with
20130103	AUS	LKA				remember,tony,greig
20130103	AUS	CHN	and	join,reproductive,forces		and
20130104	GBR	USA		extradites,alleged,al,qaeda,operative,to	extradites,alleged,al,qaeda,operative,to	
20130105	IND	USA		rape,witness,nobody,helped	rape,witness,nobody,helped	for,an,hour
20130106	IND	PAK	an	troops,raid	troops,raid	military,post
20130108	PHL	USA	drone,washes,up,in		an,suspected	drone,washes,up,in
20130109	CHN	JPN			an	
20130109	IND	MMR	an,quake,hits			region
20130109	AUS	SYR	grave,fears,for	abducted,in	abducted,in	
20130109	IND	PAK		accuses	accuses	of,ghastly,kashmir,attack
20130109	IND	PAK	denies,its,troops,killed	soldiers		denies,its,troops,killed
20130109	COG	RWA	opposes,use,of,drones,by,un,in,eastern			opposes,use,of,drones,by,un,in,eastern
20130110	AUS	USA	seed,isner,out,of	open		seed,isner,out,of
20130110	LKA	SAU	an	deplores,execution,of,maid,by	deplores,execution,of,maid,by	
20130110	AUS	NZL		dies,while,swimming,in	dies,while,swimming,in	
20130110	CHN	CHNTIB		artist,aims,to,draw	artist,aims,to,draw	self,immolators
20130110	AUS	LAO	drug,overdoses,killed	men,in	men,in	
20130110	AUS	LAO	fatal,cocktail,kills	traveller,in	traveller,in	
20130110	IRN	USA		blamed,for,cyber,attacks,on	blamed,for,cyber,attacks,on	banks
20130110	PAK	USA	drone,kills,four,in			drone,kills,four,in
20130111	FJI	NZL	an	constitution	constitution	reax
20130111	AUS	LKA		v	v	first,odi,highlights
20130111	AUS	LKA		v	v	first,odi,summary
20130111	AUS	LKA		v	v	innings,highlights
20130111	AUS	FJI	has,taken	and	prof,brij,lal,says	has,taken
20130111	FJI	NZL	prof,brij,lal,says	has,taken	and	
20130111	AUS	NZL	has,taken	and	and	
20130111	CHN	USA	markets,rise,on	data		markets,rise,on
20130112	PAK	USA	condemns	bombings	an	condemns
20130112	AFG	USA	to,hand,over,fight,against,taliban,to	troops	an	to,hand,over,fight,against,taliban,to
20130112	FRA	MLI		forces,launch,strike,against	forces,launch,strike,against	islamists
20130112	AFG	USA		agrees,on,early,handover		
20130113	AUS	JPN		foreign,ministers,meet	an	
20130113	AUS	LKA		v	v	innings,highlights
20130113	AUS	LKA		v	v	one,day,summary
20130113	AUS	LKA		v	v	one,day,highlights
20130113	FRA	MLI	scores,dead,in	strikes,in	strikes,in	
20130113	AUS	LKA	trounces,injury,hit			trounces,injury,hit
20130114	FRA	SOM		defends,failed	defends,failed	raid,as,toll,mounts
20130114	IDN	USA	threatens,to,take	to,the,wto,over	the	threatens,to,take
20130114	IDN	USA	challenges	trade,threatening,to,take		challenges
20130115	FJI	WSM	disagrees,with,carrs	comments	an	disagrees,with,carrs
20130115	GBR	MLI		sends,planes,to,escalating,conflict,in	sends,planes,to,escalating,conflict,in	
20130115	FRA	MLI		increases,troop,numbers,as	increases,troop,numbers,as	situtation
20130115	AUS	IND	migration,to		research,shows,ancient	migration,to
20130115	AUS	WSM	pm,says	is,too,soft,on		pm,says
20130115	FJI	WSM	is,too,soft,on			pm,says
20130115	AUS	FJI	pm,says	is,too,soft,on	is,too,soft,on	
20130115	AUS	USA	drought,could,be,good,for	beef		drought,could,be,good,for
20130115	AUS	USA	drought,could,benefit	beef,producers		drought,could,benefit
20130116	AUS	PRK	embassy		an	embassy
20130116	AFG	MLI	echoes,of	in	in	carr
20130116	FRA	MLI		tripling,troop,deployment,to	tripling,troop,deployment,to	
20130117	AUS	USA		kickers,target	kickers,target	college,football
20130117	AUS	CHN		cherries,head,to	cherries,head,to	for,the,first
20130117	AUS	IDN		networks	networks	correspondent,helen
20130117	AUS	IDN		talks,to	talks,to	about,trade
20130117	FRA	MLI		launches,ground,campaign,against	launches,ground,campaign,against	rebels
20130117	FRA	SOM	militants,execute	hostage		militants,execute
20130117	JPN	USA	grounds,787s,after	scare		grounds,787s,after
20130117	JPN	USA	grounds,dreamliners,after	scare		grounds,dreamliners,after
20130117	PHL	USA	navy,ship,runs,aground,off			navy,ship,runs,aground,off
20130118	AUS	LKA		v	v	wrap
20130119	CHN	JPN	on	island,row	an,clinton,stands,by	on
20130119	FRA	MLI		forces,advance,in	forces,advance,in	as,conflict,steps,up
20130121	PHL	USA	navy,ship,ignored,warnings		stranded	navy,ship,ignored,warnings
20130122	USA	WSM	an			cyclone,fear
20130122	CHN	CHN	an,phils,to,take	to,un,tribunal,over,s	to,un,tribunal,over,s	sea
20130122	AFG	AUS	soldiers,shot,in			soldiers,shot,in
20130122	PRK	USA		grants,rare,citizenship,to	grants,rare,citizenship,to	
20130122	AUS	USA		relationship,getting,stronger		
20130123	AUS	SGP		arrested,in	arrested,in	for,swearing,wont,be,caned
20130123	CHN	PHL	seeks,arbitration,on,south	sea		seeks,arbitration,on,south
20130124	AUS	JPN		beef,trade,to	beef,trade,to	under,pressure
20130124	AUS	LKA		v	v	fifth,odi,summary
20130124	JPN	USA		eases,trade,restrictions,for	eases,trade,restrictions,for	beef
20130124	PRK	USA		to,target	to,target	with,nuclear,test
20130125	AFG	AUS		refugee,azimi,named,young	refugee,azimi,named,young	
20130125	AUS	FJI	an	priest,ordered,to,leave	priest,ordered,to,leave	
20130125	CHN	JPN	an	urges	urges	to,cooperate,on,islands,dispute
20130125	CHN	PRK	an	warns	warns	over,nuclear,test
20130125	PRK	USA	says	nuke,warning,provocative		says
20130126	AUS	LKA		v	v	first,t20,highlights
20130126	AUS	LKA		v	v	first,t20,wrap
20130126	AUS	FJI	backs,down,on,move,to,expel	priest		backs,down,on,move,to,expel
20130127	FRA	MLI		led,troops,take,control,of,islamist,stronghold,in	led,troops,take,control,of,islamist,stronghold,in	
20130128	AUS	FJI	an	priest,granted,reprieve,from	priest,granted,reprieve,from	deportation
20130128	JPN	PRK	an	commits,to	commits,to	human,rights,inquiry
20130128	KEN	MMR	an	runner,takes,out	runner,takes,out	marathon
20130128	AUS	USA		beef,exports,to	beef,exports,to	tipped,to,rise
20130128	AUS	FJI		priest,avoids,deportation,from	priest,avoids,deportation,from	
20130128	AUS	LKA				twenty20
20130129	AUS	LKA		and	and	make,peace
20130129	GBR	IDN		man,jailed,in	man,jailed,in	for,drug,possession
20130130	AUS	USA		market,edges,higher,on	market,edges,higher,on	gains
20130130	GBR	MLI		deploys,troops,to	deploys,troops,to	
20130130	FRA	MLI		troops,in	troops,in	enter,last,rebel,stronghold
20130131	CHN	CHNTIB	an	sentences,two,for,inciting	sentences,two,for,inciting	self,immolations
20130131	FRA	FRA	an	polynesia,watches	polynesia,watches	gay,marriage,debate
20130131	AUS	IND		unveils,squad,for	unveils,squad,for	tour
20130131	AUS	SYR		wants,hospitals,protected,in	wants,hospitals,protected,in	
20130131	ISR	SYR		jets,attack	jets,attack	research,centre
20130131	ISR	SYR		jets,attack	research,centre	army
20130131	SYR	SYR	jets,attack	research,centre	research,centre	army
20130131	ISR	PSE		must,pull,all,settlers,from	must,pull,all,settlers,from	land,un
20130131	AUS	PHL	video,released,of	held,hostage,in	held,hostage,in	
20130131	AUS	IND	leaders,visit		young	leaders,visit
20130201	PHL	SAU	an	man,on	man,on	death,row,walks,free
20130201	TUR	USA	embassy,in		deadly,blast,hits	embassy,in
20130201	ISR	SYR	allies,condemn	air,strike		allies,condemn
20130202	CHN	JPN	detains	fishing,boat,amid,island,row	an	detains
20130202	AUS	TWN		clinches,cup,win,over	clinches,cup,win,over	
20130202	AUS	PHL		man,faces,drug,charges,in	man,faces,drug,charges,in	
20130202	TUR	USA	embassy,in		deadly,attack,on	embassy,in
20130203	GBR	IRL	inflict,misery,on		odriscoll,and	inflict,misery,on
20130203	TUR	USA		arrests,three,men,over	arrests,three,men,over	embassy,suicide,attack
20130204	AUS	CHN	the,saviour,for	almond,growers		the,saviour,for
20130204	FRA	ITA		upset,by	upset,by	
20130204	ISR	SYR		trying,to,destabilise	trying,to,destabilise	assad
20130205	CHN	JPN	an	loses,favour,with	loses,favour,with	tourists
20130205	CHN	JPN		smog,chokes	smog,chokes	
20130205	PRK	USA		video,shows	video,shows	city,under,attack
20130205	ESP	ITA	overseas,markets,fall,on			jitters
20130206	FJI	KIR	buys	land,for,food,security	an	buys
20130206	AUS	IDN	attempt,to,smuggle	beef,into	beef,into	
20130206	AUS	BGR		linked,to	linked,to	bus,bombing
20130206	AUS	BGR		linked,to	linked,to	bus,bombings
20130206	CHN	IND		and	and	tourists,flocking,to
20130206	AUS	CHN	tourists,flocking,to			and
20130206	AUS	IND	tourists,flocking,to		and	tourists,flocking,to
20130206	AUS	IDN	uncovers,illegal	beef,shipment		uncovers,illegal
20130206	CHN	JPN	accuses	of,radar,targeting		accuses
20130207	USA	WSM	an			baby,obesity,study
20130207	AUS	IND		musicians,perform,in	musicians,perform,in	
20130207	AUS	SLB		ready,to,help,in	ready,to,help,in	carr
20130207	AUS	ZWE		winds,back,sanctions,on	winds,back,sanctions,on	
20130207	AUS	IND	hughes,the,one,for	in	in	
20130208	IRN	USA		rejects,offer,of,talks,with	rejects,offer,of,talks,with	
20130208	JPN	RUS		accuses	accuses	of,intrusion,scrambles,jets
20130209	CHN	JPN	hotline,for	island,row	an	hotline,for
20130209	KHM	PHL		seek,stronger,ties	an	
20130209	AUS	NZL		to,send,some,asylum,seekers,to	to,send,some,asylum,seekers,to	
20130210	AUS	SLB		to,offer,more,support,to,tsunami,affected	to,offer,more,support,to,tsunami,affected	
20130210	FRA	GBR	ends,losing,streak,with	win		ends,losing,streak,with
20130211	AUS	KIR		to,give,15,million,for	to,give,15,million,for	road
20130211	AUS	SLB		increases,aid,to,tsunami,hit	increases,aid,to,tsunami,hit	
20130211	AUS	SLB		high,commissioner,to	high,commissioner,to	
20130211	AUS	CHN	opera,comes,to			opera,comes,to
20130211	AUS	KWT	claims	sheep,sold,in,notorious	sheep,sold,in,notorious	
20130211	FRA	MLI		soldiers,seek,help,in	soldiers,seek,help,in	intervention
20130211	AUS	CHN	new,year,of	tourism	the	new,year,of
20130211	AUS	ITA		deli	the	
20130211	AUS	VUT	art,on,show,in			art,on,show,in
20130211	CHN	USA	accuse	of,cyber,espionage		accuse
20130212	AUS	WSM		pledges,aid,to,help	pledges,aid,to,help	recover,from
20130212	AUS	ISR		suspected,of,mossad,links,dies,in	suspected,of,mossad,links,dies,in	jail
20130212	FRA	MLI		bombs,hideout,as	bombs,hideout,as	insurgency,deepens
20130212	JPN	KOR				convene,emergency,security,meetings
20130212	SYR	TUR		border	seven,killed,in,car,explosion,on	
20130212	CHN	USA	accuses	of,cyber,espionage		accuses
20130213	AUS	ISR	censors,reports,on	prisoner,x,case		censors,reports,on
20130214	IND	MDV	president,takes,refuge,in	embassy	an,former	president,takes,refuge,in
20130214	RUS	SYR		to,honour	to,honour	weapons,contracts
20130215	USA	USA		and	and	join,in,airline,mega,merger
20130215	AUS	THA		plunges,to,death,off	plunges,to,death,off	balcony
20130216	AUS	NZL		soldier,killed,in	soldier,killed,in	road,accident
20130217	AUS	MYS				relationship,will,not,suffer,carr
20130218	MMR	PHL	search,for	ship,survivors	an	search,for
20130218	AUS	IND		collapses,late,against	collapses,late,against	a
20130218	AUS	NZL	catching,up,with	as,produce,supplier		catching,up,with
20130219	IDN	LKA	an	arrests	arrests	asylum,seekers
20130219	MYS	SGP		to,build,high,speed,rail,link	an	
20130219	AUS	IDN		bound,asylum,seekers,detained,in	bound,asylum,seekers,detained,in	
20130219	AUS	MYS	deports	mp		deports
20130219	AUS	NZL	follows	lead,on,plain,packaging		follows
20130219	AUS	TON	criminals,making,their,way,to			criminals,making,their,way,to
